system:index,All_pixels,Water_pixels,date,perc cloud,poly_area,time,.geo
20181218T052221_20181218T053013_T43PEQ,20800700,11063600,2018-12-18,0.9999855776164608,20801000,05-35-12,
20181218T052221_20181218T053013_T43PFQ,56509800,11063600,2018-12-18,2.716686697754916,20801000,05-35-09,
20181223T052229_20181223T052554_T43PEQ,11698100,3419200,2018-12-23,0.5623816162684486,20801000,05-35-17,
20181223T052229_20181223T052554_T43PFQ,17774600,3419200,2018-12-23,0.8545069948560166,20801000,05-35-13,
20181228T052221_20181228T052221_T43PEQ,19876900,8902400,2018-12-28,0.9555742512379213,20801000,05-35-14,
20181228T052221_20181228T052221_T43PFQ,54879700,8902400,2018-12-28,2.638320273063795,20801000,05-35-11,
20190102T052219_20190102T052400_T43PEQ,20800700,8423100,2019-01-02,0.9999855776164608,20801000,05-35-19,
20190102T052219_20190102T052400_T43PFQ,56957600,8423100,2019-01-02,2.7382145089178405,20801000,05-35-15,
20190107T052211_20190107T053012_T43PEQ,20800100,8378500,2019-01-07,0.9999567328493822,20801000,05-35-16,
20190107T052211_20190107T053012_T43PFQ,56550700,8378500,2019-01-07,2.7186529493774336,20801000,05-35-13,
20190112T052159_20190112T052430_T43PEQ,1086500,82900,2019-01-12,0.052233065717994326,20801000,05-35-20,
20190117T052141_20190117T052141_T43PEQ,20800200,7571900,2019-01-17,0.999961540310562,20801000,05-35-17,
20190117T052141_20190117T052141_T43PFQ,56958400,7571900,2019-01-17,2.7382529686072785,20801000,05-35-14,
20190122T052119_20190122T052703_T43PEQ,20799800,6880400,2019-01-22,0.999942310465843,20801000,05-35-21,
20190122T052119_20190122T052703_T43PFQ,56957400,6880400,2019-01-22,2.738204893995481,20801000,05-35-18,
20190127T052101_20190127T052801_T43PEQ,9477100,3914600,2019-01-27,0.4556079034661795,20801000,05-35-18,
20190127T052101_20190127T052801_T43PFQ,36099100,3914600,2019-01-27,1.7354502187394836,20801000,05-35-14,
20190201T052039_20190201T053112_T43PEQ,17123700,5852100,2019-02-01,0.8232152300370175,20801000,05-35-21,
20190201T052039_20190201T053112_T43PFQ,47784100,5852100,2019-02-01,2.297202057593385,20801000,05-35-18,
20190206T052011_20190206T052457_T43PEQ,20800300,6452100,2019-02-06,0.9999663477717418,20801000,05-35-18,
20190206T052011_20190206T052457_T43PFQ,56958400,6452100,2019-02-06,2.7382529686072785,20801000,05-35-15,
20190211T051939_20190211T052909_T43PEQ,19067800,5985500,2019-02-11,0.9166770828325561,20801000,05-35-21,
20190211T051939_20190211T052909_T43PFQ,53738300,5985500,2019-02-11,2.5834479111581174,20801000,05-35-18,
20190216T051901_20190216T052953_T43PEQ,20201200,6117600,2019-02-16,0.9711648478438537,20801000,05-35-17,
20190216T051901_20190216T052953_T43PFQ,55977300,6117600,2019-02-16,2.6910869669727417,20801000,05-35-14,
20190221T051839_20190221T053339_T43PEQ,20797000,6064100,2019-02-21,0.99980770155281,20801000,05-35-20,
20190221T051839_20190221T053339_T43PFQ,56907300,6064100,2019-02-21,2.7357963559444256,20801000,05-35-17,
20190226T051751_20190226T052941_T43PEQ,20795400,6008200,2019-02-26,0.999730782173934,20801000,05-35-16,
20190226T051751_20190226T052941_T43PFQ,56887300,6008200,2019-02-26,2.7348348637084756,20801000,05-35-13,
20190303T051729_20190303T052812_T43PEQ,20800900,5633400,2019-03-03,0.9999951925388203,20801000,05-35-19,
20190303T051729_20190303T052812_T43PFQ,56461900,5633400,2019-03-03,2.714383923849815,20801000,05-35-16,
20190308T051651_20190308T052854_T43PEQ,20799600,5504100,2019-03-08,0.9999326955434835,20801000,05-35-15,
20190308T051651_20190308T052854_T43PFQ,56905800,5504100,2019-03-08,2.7357242440267293,20801000,05-35-12,
20190313T051649_20190313T053504_T43PEQ,20799700,5423200,2019-03-13,0.9999375030046632,20801000,05-35-18,
20190313T051649_20190313T053504_T43PFQ,56927400,5423200,2019-03-13,2.736762655641556,20801000,05-35-15,
20190318T051651_20190318T053305_T43PEQ,20799000,5379100,2019-03-18,0.999903850776405,20801000,05-35-18,
20190318T051651_20190318T053305_T43PFQ,56890500,5379100,2019-03-18,2.7349887024662274,20801000,05-35-15,
20190323T051649_20190323T053456_T43PEQ,20800300,5292400,2019-03-23,0.9999663477717418,20801000,05-35-21,
20190323T051649_20190323T053456_T43PFQ,56948000,5292400,2019-03-23,2.7377529926445843,20801000,05-35-18,
20190328T051651_20190328T052823_T43PEQ,20795800,5238200,2019-03-28,0.999750012018653,20801000,05-35-20,
20190328T051651_20190328T052823_T43PFQ,56888800,5238200,2019-03-28,2.734906975626172,20801000,05-35-17,
20190402T051659_20190402T052808_T43PEQ,20797300,5066600,2019-04-02,0.9998221239363492,20801000,05-35-24,
20190402T051659_20190402T052808_T43PFQ,56935900,5066600,2019-04-02,2.7371712898418346,20801000,05-35-20,
