system:index,All_pixels,Water_pixels,date,perc cloud,poly_area,time,.geo
20190616T051651_20190616T052143_T43PFP,17177000,8127000,2019-06-16,0.2672310925873203,64277700,05-35-35,
20190731T051659_20190731T053037_T43PFP,23762500,18608900,2019-07-31,0.3696849762825988,64277700,05-35-40,
20190825T051651_20190825T052752_T43PFP,9040100,6361700,2019-08-25,0.1406413110612234,64277700,05-35-34,
20190830T051659_20190830T052653_T43PFP,3826700,2864700,2019-08-30,0.05953386633311397,64277700,05-35-36,
20190914T051651_20190914T051913_T43PFP,28288600,25034400,2019-09-14,0.440099754658303,64277700,05-35-31,
20190929T051649_20190929T052609_T43PFP,48959700,42742700,2019-09-29,0.7616902907229102,64277700,05-35-32,
20191004T051651_20191004T052839_T43PFP,0,0,2019-10-04,0.0,64277700,05-35-34,
20191009T051719_20191009T052831_T43PFP,62470400,54732000,2019-10-09,0.9718829391841961,64277700,05-35-33,
20191014T051751_20191014T052108_T43PFP,58386500,51230700,2019-10-14,0.9083476851225231,64277700,05-35-35,
20191103T052001_20191103T052037_T43PFP,55816300,49265700,2019-11-03,0.8683618113280345,64277700,05-35-35,
20191108T052019_20191108T052749_T43PFP,49582100,44175700,2019-11-08,0.7713732756461417,64277700,05-35-32,
20191113T052051_20191113T053323_T43PFP,64265700,55773700,2019-11-13,0.9998133100593207,64277700,05-35-34,
20191118T052109_20191118T053424_T43PFP,46075200,40720700,2019-11-18,0.7168146962321302,64277700,05-35-30,
20191123T052131_20191123T052801_T43PFP,50618700,43876700,2019-11-23,0.7875001750218193,64277700,05-35-32,
20191208T052209_20191208T053250_T43PFP,45763600,38002000,2019-12-08,0.7119669807724919,64277700,05-35-26,
20191213T052221_20191213T052753_T43PFP,62325200,51696500,2019-12-13,0.9696239909019769,64277700,05-35-28,
20191218T052229_20191218T052545_T43PFP,64277700,52559400,2019-12-18,1.0,64277700,05-35-27,
20191228T052229_20191228T053139_T43PFP,64054800,52099100,2019-12-28,0.9965322343518825,64277700,05-35-27,
20200102T052221_20200102T053005_T43PFP,51093100,42945000,2020-01-02,0.7948806506766732,64277700,05-35-26,
20200107T052209_20200107T053334_T43PFP,61020500,50280500,2020-01-07,0.9493261271016231,64277700,05-35-27,
20200112T052201_20200112T052758_T43PFP,64277700,52819800,2020-01-12,1.0,64277700,05-35-26,
20200117T052139_20200117T052324_T43PFP,55524000,46722800,2020-01-17,0.8638143555229886,64277700,05-35-26,
20200122T052111_20200122T052733_T43PFP,64277700,53174600,2020-01-22,1.0,64277700,05-35-25,
20200127T052059_20200127T053400_T43PFP,64277700,53260200,2020-01-27,1.0,64277700,05-35-25,
20200201T052031_20200201T052329_T43PFP,46164200,39150000,2020-02-01,0.7181993132921682,64277700,05-35-24,
20200206T052009_20200206T053456_T43PFP,5501600,4138900,2020-02-06,0.08559111480342327,64277700,05-35-26,
20200211T051941_20200211T052916_T43PFP,64270700,53370400,2020-02-11,0.9998910975346038,64277700,05-35-25,
20200216T051909_20200216T052654_T43PFP,64277700,53448000,2020-02-16,1.0,64277700,05-35-28,
20200221T051831_20200221T052815_T43PFP,64277700,53333500,2020-02-21,1.0,64277700,05-35-26,
20200226T051759_20200226T053517_T43PFP,64277700,53286400,2020-02-26,1.0,64277700,05-35-29,
20200307T051649_20200307T052727_T43PFP,21931900,17065700,2020-03-07,0.34120542583197594,64277700,05-35-30,
20200312T051651_20200312T052221_T43PFP,63462500,50242300,2020-03-12,0.9873175300298548,64277700,05-35-28,
20200317T051649_20200317T053052_T43PFP,64277700,49572400,2020-03-17,1.0,64277700,05-35-30,
20200322T051651_20200322T052349_T43PFP,64277700,49108700,2020-03-22,1.0,64277700,05-35-28,
20200401T051651_20200401T053115_T43PFP,64271900,47282300,2020-04-01,0.9999097665286717,64277700,05-35-28,
20200406T051649_20200406T053004_T43PFP,61614000,44392800,2020-04-06,0.9585595004177188,64277700,05-35-29,
20200411T051651_20200411T052138_T43PFP,63254800,40609800,2020-04-11,0.9840862383065978,64277700,05-35-30,
20200416T051649_20200416T053521_T43PFP,63911900,37833200,2020-04-16,0.9943090683082936,64277700,05-35-30,
20200421T051651_20200421T052353_T43PFP,51479500,34945100,2020-04-21,0.8008920667665458,64277700,05-35-33,
20200426T051649_20200426T052622_T43PFP,62501900,37360000,2020-04-26,0.9723730002784792,64277700,05-35-27,
20200501T051651_20200501T053108_T43PFP,4221000,1847800,2020-05-01,0.0656681866339337,64277700,05-35-35,
20200521T051701_20200521T052402_T43PFP,18803100,12865500,2020-05-21,0.29252913529886726,64277700,05-35-38,
20200526T051649_20200526T053453_T43PFP,61489100,36431700,2020-05-26,0.9566163692851487,64277700,05-35-33,
20200605T051649_20200605T052904_T43PFP,0,0,2020-06-05,0.0,64277700,05-35-34,
20200610T051701_20200610T052153_T43PFP,3147500,864200,2020-06-10,0.04896721569066721,64277700,05-35-38,
20200625T051659_20200625T053325_T43PFP,51443800,31402000,2020-06-25,0.800336664193025,64277700,05-35-34,
20200720T051701_20200720T052357_T43PFP,26265400,21976700,2020-07-20,0.4086238306597778,64277700,05-35-37,
20200829T051701_20200829T053204_T43PFP,14647900,12479100,2020-08-29,0.22788463183965824,64277700,05-35-37,
20200903T051659_20200903T053206_T43PFP,40413800,34042000,2020-09-03,0.6287374937186614,64277700,05-35-35,
20200908T051651_20200908T052653_T43PFP,43867200,38406900,2020-09-08,0.6824637471471443,64277700,05-35-36,
20200923T051649_20200923T052705_T43PFP,29044100,25226300,2020-09-23,0.45185344217356876,64277700,05-35-34,
20201008T051721_20201008T053034_T43PFP,34889700,30272100,2020-10-08,0.5427963352764644,64277700,05-35-38,
20201028T051931_20201028T053443_T43PFP,63356500,54709400,2020-10-28,0.9856684355538546,64277700,05-35-37,
20201102T051959_20201102T053219_T43PFP,101600,101500,2020-11-02,0.001580641497751164,64277700,05-35-35,
20201107T052021_20201107T053457_T43PFP,45653200,38810300,2020-11-07,0.7102494333182425,64277700,05-35-36,
20201122T052119_20201122T052915_T43PFP,64277700,51322100,2020-11-22,1.0,64277700,05-35-32,
20201127T052151_20201127T053312_T43PFP,53179200,42437500,2020-11-27,0.8273351411142589,64277700,05-35-33,
20201202T052159_20201202T052946_T43PFP,64277700,48639100,2020-12-02,1.0,64277700,05-35-31,
20201212T052219_20201212T053123_T43PFP,63911900,46592200,2020-12-12,0.9943090683082936,64277700,05-35-29,
20201222T052229_20201222T053137_T43PFP,64108900,45559400,2020-12-22,0.9973738948344449,64277700,05-35-28,
20201227T052231_20201227T053122_T43PFP,64277700,46625000,2020-12-27,1.0,64277700,05-35-31,
20210116T052151_20210116T053233_T43PFP,284600,284300,2021-01-16,0.004427663093110052,64277700,05-35-33,
20210121T052119_20210121T052907_T43PFP,64276800,47372100,2021-01-21,0.999985998254449,64277700,05-35-32,
20210126T052111_20210126T052106_T43PFP,64277700,47265900,2021-01-26,1.0,64277700,05-35-32,
20210131T052039_20210131T053249_T43PFP,64277700,47053200,2021-01-31,1.0,64277700,05-35-32,
20210205T052011_20210205T053438_T43PFP,64277700,47077800,2021-02-05,1.0,64277700,05-35-31,
20210210T051939_20210210T052401_T43PFP,64277700,46809500,2021-02-10,1.0,64277700,05-35-31,
20210215T051911_20210215T052634_T43PFP,64004000,46700300,2021-02-15,0.9957419136030069,64277700,05-35-31,
20210225T051801_20210225T053358_T43PFP,64277500,45609100,2021-02-25,0.9999968885009887,64277700,05-35-32,
20210302T051729_20210302T052733_T43PFP,64222100,44824300,2021-03-02,0.9991350032748527,64277700,05-35-31,
20210307T051651_20210307T053320_T43PFP,64277700,43927400,2021-03-07,1.0,64277700,05-35-32,
20210312T051649_20210312T052843_T43PFP,64277600,42994000,2021-03-12,0.9999984442504943,64277700,05-35-31,
20210317T051651_20210317T053058_T43PFP,64277700,42056100,2021-03-17,1.0,64277700,05-35-31,
20210322T051649_20210322T052843_T43PFP,63350800,40841500,2021-03-22,0.985579757832032,64277700,05-35-31,
20210327T051651_20210327T053454_T43PFP,56592000,35953000,2021-03-27,0.8804297602434437,64277700,05-35-30,
20210401T051649_20210401T052647_T43PFP,64276700,37907500,2021-04-01,0.9999844425049434,64277700,05-35-30,
