system:index,All_pixels,Water_pixels,date,perc cloud,poly_area,time,.geo
20181218T052221_20181218T053013_T43PFP,100671400,95662300,2018-12-18,0.9999950333707818,100671900,05-35-23,
20181223T052229_20181223T052554_T43PFP,67634700,53067200,2018-12-23,0.671832954379524,100671900,05-35-28,
20181228T052221_20181228T052221_T43PFP,100538800,95032500,2018-12-28,0.9986778833020933,100671900,05-35-25,
20190102T052219_20190102T052400_T43PFP,100668800,94519700,2019-01-02,0.9999692068988466,100671900,05-35-30,
20190107T052211_20190107T053012_T43PFP,100670600,94402300,2019-01-07,0.9999870867640325,100671900,05-35-27,
20190117T052141_20190117T052141_T43PFP,100672300,93217700,2019-01-17,1.0000039733033745,100671900,05-35-28,
20190122T052119_20190122T052703_T43PFP,100671900,92231200,2019-01-22,1.0,100671900,05-35-32,
20190127T052101_20190127T052801_T43PFP,64007300,58726100,2019-01-27,0.6358010527267292,100671900,05-35-29,
20190201T052039_20190201T053112_T43PFP,95141000,85159900,2019-02-01,0.9450601409132042,100671900,05-35-32,
20190206T052011_20190206T052457_T43PFP,100672300,88359000,2019-02-06,1.0000039733033745,100671900,05-35-29,
20190211T051939_20190211T052909_T43PFP,99531000,86585700,2019-02-11,0.9886671454497233,100671900,05-35-32,
20190216T051901_20190216T052953_T43PFP,100476900,87068100,2019-02-16,0.9980630146048699,100671900,05-35-28,
20190221T051839_20190221T053339_T43PFP,100670600,85193800,2019-02-21,0.9999870867640325,100671900,05-35-31,
20190226T051751_20190226T052941_T43PFP,100671700,82672600,2019-02-26,0.9999980133483127,100671900,05-35-27,
20190303T051729_20190303T052812_T43PFP,95147300,77064600,2019-03-03,0.9451227204413546,100671900,05-35-30,
20190308T051651_20190308T052854_T43PFP,100665700,75660600,2019-03-08,0.9999384137976933,100671900,05-35-26,
20190313T051649_20190313T053504_T43PFP,100668500,74624700,2019-03-13,0.9999662269213156,100671900,05-35-29,
20190318T051651_20190318T053305_T43PFP,100668500,73923600,2019-03-18,0.9999662269213156,100671900,05-35-29,
20190323T051649_20190323T053456_T43PFP,100671400,71221800,2019-03-23,0.9999950333707818,100671900,05-35-32,
20190328T051651_20190328T052823_T43PFP,100663000,67867300,2019-03-28,0.9999115939999146,100671900,05-35-31,
20190402T051659_20190402T052808_T43PFP,100655000,55975600,2019-04-02,0.999832127932422,100671900,05-35-35,
20190407T051651_20190407T053201_T43PFP,79290700,38213300,2019-04-07,0.7876150147161224,100671900,05-35-33,
20190412T051659_20190412T052853_T43PFP,94506800,49944600,2019-04-12,0.9387604684127349,100671900,05-35-37,
20190417T051651_20190417T052149_T43PFP,96721600,41745200,2019-04-17,0.9607606491980384,100671900,05-35-35,
20190422T051659_20190422T053203_T43PFP,98785200,44516800,2019-04-22,0.9812589213077333,100671900,05-35-38,
20190427T051651_20190427T052356_T43PFP,94414400,47329100,2019-04-27,0.9378426353331962,100671900,05-35-35,
